"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"StJohnsNFLDCas","47.55","-52.71","37.6","America/St_Johns","3.5","71250","8403500"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1868-12-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA
1868-12-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-14,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-14,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22,NA,NA
1868-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA
1868-12-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA
1868-12-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA
1868-12-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-15,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-15,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.61,NA,NA
1868-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA
1868-12-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA
1868-12-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA
1868-12-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-16,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-16,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA
1868-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1868-12-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA
1868-12-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-16 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA
1868-12-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-17,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1868-12-17,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA 0"
1868-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA
1868-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA
1868-12-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1868-12-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-17 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA
1868-12-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-18,NA,NA,NA,NA,NA,NA,"2 pm",NA,NA,NA,NA,NA,NA
1868-12-18,NA,NA,NA,NA,NA,NA,NA,"10 pm",NA,NA,NA,NA,NA
1868-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1868-12-18,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1868-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA
1868-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1868-12-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1868-12-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA
1868-12-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-19,NA,NA,NA,NA,NA,NA,"1 am",NA,NA,NA,NA,NA,NA
1868-12-19,NA,NA,NA,NA,NA,NA,NA,"5 pm",NA,NA,NA,NA,NA
1868-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1868-12-19,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1868-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA
1868-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA
1868-12-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
1868-12-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA
1868-12-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-20,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1868-12-20,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA 0"
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.44,NA,NA
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AU NA"
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1868-12-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1868-12-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-20 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA
1868-12-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-21,NA,NA,NA,NA,NA,NA,"6 pm",NA,NA,NA,NA,NA,NA
1868-12-21,NA,NA,NA,NA,NA,NA,NA,"11 am next day",NA,NA,NA,NA,NA
1868-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1868-12-21,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1868-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA
1868-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA
1868-12-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1868-12-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-22,NA,NA,NA,NA,NA,NA,"6 pm previous day",NA,NA,NA,NA,NA,NA
1868-12-22,NA,NA,NA,NA,NA,NA,NA,"11 am",NA,NA,NA,NA,NA
1868-12-22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1868-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1868-12-22,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1868-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.11,NA,NA
1868-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA
1868-12-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA
1868-12-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-23,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-23,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.33,NA,NA
1868-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA
1868-12-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1868-12-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
