"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortPrinceWalesHB","58.8","-94.2","6","America/Winnipeg","6","71696","5060608"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ta"
1775-01-22 15:00:00,NA,-2.78
1775-01-22 20:00:00,225,NA
1775-01-23,NA,NA
1775-01-23 09:00:00,NA,-10
1775-01-23 15:00:00,NA,-11.67
1775-01-23 20:00:00,315,NA
1775-01-24,NA,NA
1775-01-24 09:00:00,NA,-17.78
1775-01-24 15:00:00,NA,-10
1775-01-24 20:00:00,225,NA
1775-01-25,NA,NA
1775-01-25 09:00:00,NA,-13.33
1775-01-25 15:00:00,NA,-22.78
1775-01-25 20:00:00,45,NA
1775-01-26,NA,NA
1775-01-26 09:00:00,NA,-22.22
1775-01-26 15:00:00,NA,NA
1775-01-26 20:00:00,315,NA
1775-01-27,NA,NA
1775-01-27 09:00:00,NA,-32.78
1775-01-27 15:00:00,NA,-27.78
1775-01-27 20:00:00,315,NA
1775-01-28,NA,NA
1775-01-28 09:00:00,NA,-26.67
1775-01-28 15:00:00,NA,-20
1775-01-28 20:00:00,180,NA
1775-01-29,NA,NA
1775-01-29 09:00:00,NA,-21.67
1775-01-29 15:00:00,NA,-20.56
1775-01-29 20:00:00,45,NA
1775-01-30,NA,NA
1775-01-30 09:00:00,NA,-21.11
1775-01-30 15:00:00,NA,-18.33
1775-01-30 20:00:00,45,NA
1775-01-31,NA,NA
1775-01-31 09:00:00,NA,-21.67
1775-01-31 15:00:00,NA,-15
1775-01-31 20:00:00,270,NA
1775-02-01,NA,NA
1775-02-01 09:00:00,NA,-18.89
1775-02-01 15:00:00,NA,-20
1775-02-01 20:00:00,45,NA
1775-02-02,NA,NA
1775-02-02 09:00:00,NA,-31.67
1775-02-02 15:00:00,NA,-27.22
1775-02-02 20:00:00,315,NA
1775-02-03,NA,NA
1775-02-03 09:00:00,NA,-32.78
1775-02-03 15:00:00,NA,-21.67
1775-02-03 20:00:00,180,NA
1775-02-04,NA,NA
1775-02-04 09:00:00,NA,-15.56
1775-02-04 15:00:00,NA,-11.67
1775-02-04 20:00:00,135,NA
1775-02-05,NA,NA
1775-02-05 09:00:00,NA,-11.11
1775-02-05 15:00:00,NA,-7.78
1775-02-05 20:00:00,180,NA
1775-02-06,NA,NA
1775-02-06 09:00:00,NA,-22.78
1775-02-06 15:00:00,NA,-21.67
1775-02-06 20:00:00,315,NA
1775-02-07,NA,NA
1775-02-07 09:00:00,NA,-28.06
1775-02-07 15:00:00,NA,-28.89
1775-02-07 20:00:00,315,NA
1775-02-08,NA,NA
1775-02-08 09:00:00,NA,-32.22
1775-02-08 15:00:00,NA,-27.22
1775-02-08 20:00:00,315,NA
1775-02-09,NA,NA
1775-02-09 09:00:00,NA,-26.67
1775-02-09 15:00:00,NA,-23.89
1775-02-09 20:00:00,315,NA
1775-02-10,NA,NA
1775-02-10 09:00:00,NA,-28.33
1775-02-10 15:00:00,NA,-23.89
1775-02-10 20:00:00,315,NA
1775-02-11,NA,NA
1775-02-11 09:00:00,NA,-20.28
1775-02-11 15:00:00,NA,-18.89
1775-02-11 20:00:00,315,NA
1775-02-12,NA,NA
1775-02-12 09:00:00,NA,-32.22
1775-02-12 15:00:00,NA,-30.56
1775-02-12 20:00:00,315,NA
1775-02-13,NA,NA
1775-02-13 09:00:00,NA,-27.22
1775-02-13 15:00:00,NA,-23.33
1775-02-13 20:00:00,315,NA
1775-02-14,NA,NA
1775-02-14 09:00:00,NA,-28.89
1775-02-14 15:00:00,NA,-23.33
1775-02-14 20:00:00,315,NA
1775-02-15,NA,NA
1775-02-15 09:00:00,NA,-35.56
1775-02-15 15:00:00,NA,-33.33
1775-02-15 20:00:00,315,NA
1775-02-16,NA,NA
1775-02-16 09:00:00,NA,-36.39
1775-02-16 15:00:00,NA,-35.56
1775-02-16 20:00:00,315,NA
1775-02-17,NA,NA
1775-02-17 09:00:00,NA,-31.67
1775-02-17 15:00:00,NA,-24.44
1775-02-17 20:00:00,315,NA
1775-02-18,NA,NA
1775-02-18 09:00:00,NA,-15
1775-02-18 15:00:00,NA,-9.44
1775-02-18 20:00:00,270,NA
1775-02-19,NA,NA
1775-02-19 09:00:00,NA,-10
1775-02-19 15:00:00,NA,-8.33
1775-02-19 20:00:00,225,NA
1775-02-20,NA,NA
1775-02-20 09:00:00,NA,-11.67
1775-02-20 15:00:00,NA,-7.22
1775-02-20 20:00:00,315,NA
1775-02-21,NA,NA
1775-02-21 09:00:00,NA,-23.33
1775-02-21 15:00:00,NA,-21.67
1775-02-21 20:00:00,315,NA
1775-02-22,NA,NA
1775-02-22 09:00:00,NA,-23.89
1775-02-22 15:00:00,NA,-18.33
1775-02-22 20:00:00,315,NA
1775-02-23,NA,NA
1775-02-23 09:00:00,NA,-33.33
1775-02-23 15:00:00,NA,-23.33
1775-02-23 20:00:00,315,NA
1775-02-24,NA,NA
1775-02-24 09:00:00,NA,NA
1775-02-24 15:00:00,NA,-22.22
1775-02-24 20:00:00,315,NA
1775-02-25,NA,NA
1775-02-25 09:00:00,NA,NA
1775-02-25 15:00:00,NA,-27.22
1775-02-25 20:00:00,315,NA
1775-02-26,NA,NA
1775-02-26 09:00:00,NA,-30
1775-02-26 15:00:00,NA,-27.22
1775-02-26 20:00:00,315,NA
1775-02-27,NA,NA
1775-02-27 09:00:00,NA,-27.22
1775-02-27 15:00:00,NA,-21.11
1775-02-27 20:00:00,270,NA
1775-02-28,NA,NA
1775-02-28 09:00:00,NA,-20
1775-02-28 15:00:00,NA,-12.22
1775-02-28 20:00:00,315,NA
1775-03-01,NA,NA
1775-03-01 09:00:00,NA,-31.11
1775-03-01 15:00:00,NA,-26.11
1775-03-01 20:00:00,270,NA
1775-03-02,NA,NA
1775-03-02 09:00:00,NA,-26.11
1775-03-02 15:00:00,NA,-23.33
1775-03-02 20:00:00,45,NA
1775-03-03,NA,NA
1775-03-03 09:00:00,NA,-33.89
1775-03-03 15:00:00,NA,-27.78
1775-03-03 20:00:00,315,NA
1775-03-04,NA,NA
1775-03-04 09:00:00,NA,-29.44
1775-03-04 15:00:00,NA,-12.78
1775-03-04 20:00:00,180,NA
1775-03-05,NA,NA
1775-03-05 09:00:00,NA,-20.56
1775-03-05 15:00:00,NA,-16.67
1775-03-05 20:00:00,45,NA
1775-03-06,NA,NA
1775-03-06 09:00:00,NA,-14.17
1775-03-06 15:00:00,NA,-6.67
1775-03-06 20:00:00,180,NA
1775-03-07,NA,NA
1775-03-07 09:00:00,NA,-18.89
1775-03-07 15:00:00,NA,-16.11
1775-03-07 20:00:00,0,NA
1775-03-08,NA,NA
1775-03-08 09:00:00,NA,-15
1775-03-08 15:00:00,NA,-6.11
1775-03-08 20:00:00,270,NA
1775-03-09,NA,NA
1775-03-09 09:00:00,NA,-16.67
1775-03-09 15:00:00,NA,-15.56
1775-03-09 20:00:00,0,NA
1775-03-10,NA,NA
1775-03-10 09:00:00,NA,-29.44
1775-03-10 15:00:00,NA,-16.11
1775-03-10 20:00:00,270,NA
1775-03-11,NA,NA
1775-03-11 09:00:00,NA,-17.78
1775-03-11 15:00:00,NA,-13.33
1775-03-11 20:00:00,135,NA
1775-03-12,NA,NA
1775-03-12 09:00:00,NA,-18.89
1775-03-12 15:00:00,NA,-12.78
1775-03-12 20:00:00,135,NA
1775-03-13,NA,NA
1775-03-13 09:00:00,NA,-16.11
1775-03-13 15:00:00,NA,-16.67
1775-03-13 20:00:00,315,NA
1775-03-14,NA,NA
1775-03-14 09:00:00,NA,-23.33
1775-03-14 15:00:00,NA,-18.89
1775-03-14 20:00:00,0,NA
1775-03-15,NA,NA
1775-03-15 09:00:00,NA,-24.44
1775-03-15 15:00:00,NA,-18.89
1775-03-15 20:00:00,0,NA
1775-03-16,NA,NA
1775-03-16 09:00:00,NA,-31.11
1775-03-16 15:00:00,NA,-20
1775-03-16 20:00:00,270,NA
1775-03-17,NA,NA
1775-03-17 09:00:00,NA,-24.44
1775-03-17 15:00:00,NA,-14.72
1775-03-17 20:00:00,45,NA
1775-03-18,NA,NA
1775-03-18 09:00:00,NA,-21.11
1775-03-18 15:00:00,NA,-16.67
1775-03-18 20:00:00,90,NA
1775-03-19,NA,NA
1775-03-19 09:00:00,NA,-20
1775-03-19 15:00:00,NA,-15
1775-03-19 20:00:00,45,NA
1775-03-20,NA,NA
1775-03-20 09:00:00,NA,-32.22
1775-03-20 15:00:00,NA,-13.61
1775-03-20 20:00:00,270,NA
1775-03-21,NA,NA
1775-03-21 09:00:00,NA,-27.78
1775-03-21 15:00:00,NA,-10
1775-03-21 20:00:00,180,NA
1775-03-22,NA,NA
1775-03-22 09:00:00,NA,-23.33
1775-03-22 15:00:00,NA,-28.33
1775-03-22 20:00:00,180,NA
1775-03-23,NA,NA
1775-03-23 09:00:00,NA,-2.78
1775-03-23 15:00:00,NA,0
1775-03-23 20:00:00,NA,NA
1775-03-24,NA,NA
1775-03-24 09:00:00,NA,-22.78
1775-03-24 15:00:00,NA,-16.11
1775-03-24 20:00:00,315,NA
1775-03-25,NA,NA
1775-03-25 09:00:00,NA,-18.33
1775-03-25 15:00:00,NA,-11.67
1775-03-25 20:00:00,315,NA
1775-03-26,NA,NA
1775-03-26 09:00:00,NA,-23.33
1775-03-26 15:00:00,NA,-13.33
1775-03-26 20:00:00,270,NA
1775-03-27,NA,NA
1775-03-27 09:00:00,NA,-11.39
1775-03-27 15:00:00,NA,-7.78
1775-03-27 20:00:00,225,NA
1775-03-28,NA,NA
1775-03-28 09:00:00,NA,-25.56
1775-03-28 15:00:00,NA,-13.89
1775-03-28 20:00:00,270,NA
1775-03-29,NA,NA
1775-03-29 09:00:00,NA,-27.22
1775-03-29 15:00:00,NA,-12.22
1775-03-29 20:00:00,270,NA
1775-03-30,NA,NA
1775-03-30 09:00:00,NA,-12.22
1775-03-30 15:00:00,NA,-10.56
1775-03-30 20:00:00,270,NA
1775-03-31,NA,NA
1775-03-31 09:00:00,NA,-16.11
1775-03-31 15:00:00,NA,-8.89
1775-03-31 20:00:00,0,NA
1775-04-01,NA,NA
1775-04-01 09:00:00,NA,-15.56
1775-04-01 15:00:00,NA,-5
1775-04-01 20:00:00,315,NA
1775-04-02,NA,NA
1775-04-02 09:00:00,NA,-10
1775-04-02 15:00:00,NA,-8.33
1775-04-02 20:00:00,45,NA
1775-04-03,NA,NA
1775-04-03 09:00:00,NA,-19.44
1775-04-03 15:00:00,NA,-2.78
1775-04-03 20:00:00,270,NA
1775-04-04,NA,NA
1775-04-04 09:00:00,NA,-16.67
1775-04-04 15:00:00,NA,-10.56
1775-04-04 20:00:00,315,NA
1775-04-05,NA,NA
1775-04-05 09:00:00,NA,-7.78
1775-04-05 15:00:00,NA,-2.22
1775-04-05 20:00:00,270,NA
1775-04-06,NA,NA
1775-04-06 09:00:00,NA,-21.67
1775-04-06 15:00:00,NA,-15
1775-04-06 20:00:00,315,NA
1775-04-07,NA,NA
1775-04-07 09:00:00,NA,-9.44
1775-04-07 15:00:00,NA,-16.67
1775-04-07 20:00:00,315,NA
1775-04-08,NA,NA
1775-04-08 09:00:00,NA,-9.44
1775-04-08 15:00:00,NA,-11.11
1775-04-08 20:00:00,315,NA
1775-04-09,NA,NA
1775-04-09 09:00:00,NA,-20.56
1775-04-09 15:00:00,NA,-12.22
1775-04-09 20:00:00,180,NA
1775-04-10,NA,NA
1775-04-10 09:00:00,NA,-22.78
1775-04-10 15:00:00,NA,-10.83
1775-04-10 20:00:00,135,NA
1775-04-11,NA,NA
1775-04-11 09:00:00,NA,-15
1775-04-11 15:00:00,NA,-6.11
1775-04-11 20:00:00,180,NA
1775-04-12,NA,NA
1775-04-12 09:00:00,NA,-5
1775-04-12 15:00:00,NA,7.22
1775-04-12 20:00:00,180,NA
1775-04-13,NA,NA
1775-04-13 09:00:00,NA,-7.22
1775-04-13 15:00:00,NA,-2.22
1775-04-13 20:00:00,0,NA
1775-04-14,NA,NA
1775-04-14 09:00:00,NA,-8.33
1775-04-14 15:00:00,NA,1.11
1775-04-14 20:00:00,45,NA
1775-04-15,NA,NA
1775-04-15 09:00:00,NA,-9.44
1775-04-15 15:00:00,NA,-1.67
1775-04-15 20:00:00,45,NA
1775-04-16,NA,NA
1775-04-16 09:00:00,NA,-9.44
1775-04-16 15:00:00,NA,-7.78
1775-04-16 20:00:00,45,NA
1775-04-17,NA,NA
1775-04-17 09:00:00,NA,-11.67
1775-04-17 15:00:00,NA,0
1775-04-17 20:00:00,0,NA
1775-04-18,NA,NA
1775-04-18 09:00:00,NA,-10.56
1775-04-18 15:00:00,NA,-2.22
1775-04-18 20:00:00,135,NA
1775-04-19,NA,NA
1775-04-19 09:00:00,NA,-17.78
1775-04-19 15:00:00,NA,2.22
1775-04-19 20:00:00,NA,NA
1775-04-20,NA,NA
1775-04-20 09:00:00,NA,-6.67
1775-04-20 15:00:00,NA,0
1775-04-20 20:00:00,0,NA
1775-04-21,NA,NA
1775-04-21 09:00:00,NA,-8.33
1775-04-21 15:00:00,NA,-3.89
1775-04-21 20:00:00,135,NA
1775-04-22,NA,NA
1775-04-22 09:00:00,NA,-11.11
1775-04-22 15:00:00,NA,-4.44
1775-04-22 20:00:00,45,NA
1775-04-23,NA,NA
1775-04-23 09:00:00,NA,-9.44
1775-04-23 15:00:00,NA,-4.44
1775-04-23 20:00:00,0,NA
1775-04-24,NA,NA
1775-04-24 09:00:00,NA,-17.78
1775-04-24 15:00:00,NA,-11.67
1775-04-24 20:00:00,315,NA
1775-04-25,NA,NA
1775-04-25 09:00:00,NA,-23.33
1775-04-25 15:00:00,NA,-8.33
1775-04-25 20:00:00,315,NA
1775-04-26,NA,NA
1775-04-26 09:00:00,NA,-13.06
1775-04-26 15:00:00,NA,-6.11
1775-04-26 20:00:00,315,NA
1775-04-27,NA,NA
1775-04-27 09:00:00,NA,-12.78
1775-04-27 15:00:00,NA,0.56
1775-04-27 20:00:00,180,NA
1775-04-28,NA,NA
1775-04-28 09:00:00,NA,-6.11
1775-04-28 15:00:00,NA,3.89
1775-04-28 20:00:00,45,NA
1775-04-29,NA,NA
1775-04-29 09:00:00,NA,-1.11
1775-04-29 15:00:00,NA,3.89
1775-04-29 20:00:00,45,NA
1775-04-30,NA,NA
1775-04-30 09:00:00,NA,-1.67
1775-04-30 15:00:00,NA,2.22
1775-04-30 20:00:00,45,NA
1775-05-01,NA,NA
1775-05-01 09:00:00,NA,-1.67
1775-05-01 15:00:00,NA,2.22
1775-05-01 20:00:00,45,NA
1775-05-02,NA,NA
1775-05-02 09:00:00,NA,-6.67
1775-05-02 15:00:00,NA,3.33
1775-05-02 20:00:00,90,NA
1775-05-03,NA,NA
1775-05-03 09:00:00,NA,-4.44
1775-05-03 15:00:00,NA,2.22
1775-05-03 20:00:00,315,NA
1775-05-04,NA,NA
1775-05-04 09:00:00,NA,-5
1775-05-04 15:00:00,NA,-3.33
1775-05-04 20:00:00,180,NA
1775-05-05,NA,NA
1775-05-05 09:00:00,NA,-6.67
1775-05-05 15:00:00,NA,2.22
1775-05-05 20:00:00,180,NA
1775-05-06,NA,NA
1775-05-06 09:00:00,NA,-2.78
1775-05-06 15:00:00,NA,5.56
1775-05-06 20:00:00,180,NA
1775-05-07,NA,NA
1775-05-07 09:00:00,NA,0.56
1775-05-07 15:00:00,NA,0.56
1775-05-07 20:00:00,315,NA
1775-05-08,NA,NA
1775-05-08 09:00:00,NA,-2.78
1775-05-08 15:00:00,NA,0
1775-05-08 20:00:00,45,NA
1775-05-09,NA,NA
1775-05-09 09:00:00,NA,-6.11
1775-05-09 15:00:00,NA,0
1775-05-09 20:00:00,45,NA
1775-05-10,NA,NA
1775-05-10 09:00:00,NA,-8.33
1775-05-10 15:00:00,NA,-2.78
1775-05-10 20:00:00,0,NA
1775-05-11,NA,NA
1775-05-11 09:00:00,NA,-6.11
1775-05-11 15:00:00,NA,-2.22
1775-05-11 20:00:00,45,NA
1775-05-12,NA,NA
1775-05-12 09:00:00,NA,-4.44
1775-05-12 15:00:00,NA,1.67
1775-05-12 20:00:00,0,NA
1775-05-13,NA,NA
1775-05-13 09:00:00,NA,-4.44
1775-05-13 15:00:00,NA,-15.56
1775-05-13 20:00:00,315,NA
1775-05-14,NA,NA
1775-05-14 09:00:00,NA,-6.67
1775-05-14 15:00:00,NA,-2.78
1775-05-14 20:00:00,0,NA
1775-05-15,NA,NA
1775-05-15 09:00:00,NA,-7.78
1775-05-15 15:00:00,NA,3.33
1775-05-15 20:00:00,270,NA
1775-05-16,NA,NA
1775-05-16 09:00:00,NA,-1.11
1775-05-16 15:00:00,NA,8.89
1775-05-16 20:00:00,0,NA
1775-05-17,NA,NA
1775-05-17 09:00:00,NA,-1.67
1775-05-17 15:00:00,NA,3.33
1775-05-17 20:00:00,90,NA
1775-05-18,NA,NA
1775-05-18 09:00:00,NA,0.56
1775-05-18 15:00:00,NA,1.11
1775-05-18 20:00:00,90,NA
1775-05-19,NA,NA
1775-05-19 09:00:00,NA,-7.22
1775-05-19 15:00:00,NA,-3.33
1775-05-19 20:00:00,90,NA
1775-05-20,NA,NA
1775-05-20 09:00:00,NA,-5
1775-05-20 15:00:00,NA,-2.78
1775-05-20 20:00:00,90,NA
1775-05-21,NA,NA
1775-05-21 09:00:00,NA,1.11
1775-05-21 15:00:00,NA,9.44
1775-05-21 20:00:00,180,NA
1775-05-22,NA,NA
1775-05-22 09:00:00,NA,-2.22
1775-05-22 15:00:00,NA,-0.56
1775-05-22 20:00:00,0,NA
1775-05-23,NA,NA
1775-05-23 09:00:00,NA,-5.56
1775-05-23 15:00:00,NA,3.89
1775-05-23 20:00:00,270,NA
1775-05-24,NA,NA
1775-05-24 09:00:00,NA,-3.89
1775-05-24 15:00:00,NA,6.67
1775-05-24 20:00:00,180,NA
1775-05-25,NA,NA
1775-05-25 09:00:00,NA,5.56
1775-05-25 15:00:00,NA,9.44
1775-05-25 20:00:00,180,NA
1775-05-26,NA,NA
1775-05-26 09:00:00,NA,-4.44
1775-05-26 15:00:00,NA,-0.56
1775-05-26 20:00:00,0,NA
1775-05-27,NA,NA
1775-05-27 09:00:00,NA,-4.44
1775-05-27 15:00:00,NA,-1.11
1775-05-27 20:00:00,0,NA
1775-05-28,NA,NA
1775-05-28 09:00:00,NA,-2.78
1775-05-28 15:00:00,NA,0.56
1775-05-28 20:00:00,315,NA
1775-05-29,NA,NA
1775-05-29 09:00:00,NA,-2.22
1775-05-29 15:00:00,NA,8.89
1775-05-29 20:00:00,NA,NA
1775-05-30,NA,NA
1775-05-30 09:00:00,NA,3.33
1775-05-30 15:00:00,NA,12.22
1775-05-30 20:00:00,180,NA
1775-05-31,NA,NA
1775-05-31 09:00:00,NA,2.22
1775-05-31 15:00:00,NA,6.67
1775-05-31 20:00:00,90,NA
1775-06-01,NA,NA
1775-06-01 09:00:00,NA,1.67
1775-06-01 15:00:00,NA,8.33
1775-06-01 20:00:00,270,NA
1775-06-02,NA,NA
1775-06-02 09:00:00,NA,-1.11
1775-06-02 15:00:00,NA,5
1775-06-02 20:00:00,45,NA
1775-06-03,NA,NA
1775-06-03 09:00:00,NA,-0.56
1775-06-03 15:00:00,NA,10
1775-06-03 20:00:00,180,NA
1775-06-04,NA,NA
1775-06-04 09:00:00,NA,4.44
1775-06-04 15:00:00,NA,1.67
1775-06-04 20:00:00,270,NA
1775-06-05,NA,NA
1775-06-05 09:00:00,NA,2.22
1775-06-05 15:00:00,NA,10
1775-06-05 20:00:00,315,NA
1775-06-06,NA,NA
1775-06-06 09:00:00,NA,NA
1775-06-06 15:00:00,NA,NA
1775-06-06 20:00:00,NA,NA
1775-06-07,NA,NA
1775-06-07 09:00:00,NA,5.56
1775-06-07 15:00:00,NA,7.22
1775-06-07 20:00:00,315,NA
1775-06-08,NA,NA
1775-06-08 09:00:00,NA,9.44
1775-06-08 15:00:00,NA,16.11
1775-06-08 20:00:00,270,NA
1775-06-09,NA,NA
1775-06-09 09:00:00,NA,9.44
1775-06-09 15:00:00,NA,19.44
1775-06-09 20:00:00,180,NA
1775-06-10,NA,NA
1775-06-10 09:00:00,NA,5
1775-06-10 15:00:00,NA,7.78
1775-06-10 20:00:00,135,NA
1775-06-11,NA,NA
1775-06-11 09:00:00,NA,2.78
1775-06-11 15:00:00,NA,3.89
1775-06-11 20:00:00,45,NA
1775-06-12,NA,NA
1775-06-12 09:00:00,NA,1.67
1775-06-12 15:00:00,NA,3.33
1775-06-12 20:00:00,45,NA
1775-06-13,NA,NA
1775-06-13 09:00:00,NA,4.44
1775-06-13 15:00:00,NA,8.89
1775-06-13 20:00:00,90,NA
1775-06-14,NA,NA
1775-06-14 09:00:00,NA,4.44
1775-06-14 15:00:00,NA,5
1775-06-14 20:00:00,135,NA
1775-06-15,NA,NA
1775-06-15 09:00:00,NA,1.11
1775-06-15 15:00:00,NA,7.22
1775-06-15 20:00:00,0,NA
1775-06-16,NA,NA
1775-06-16 09:00:00,NA,2.22
1775-06-16 15:00:00,NA,6.67
1775-06-16 20:00:00,270,NA
1775-06-17,NA,NA
1775-06-17 09:00:00,NA,6.67
1775-06-17 15:00:00,NA,3.33
1775-06-17 20:00:00,315,NA
1775-06-18,NA,NA
1775-06-18 09:00:00,NA,0.56
1775-06-18 15:00:00,NA,6.11
1775-06-18 20:00:00,0,NA
1775-06-19,NA,NA
1775-06-19 09:00:00,NA,5.56
1775-06-19 15:00:00,NA,7.78
1775-06-19 20:00:00,315,NA
1775-06-20,NA,NA
1775-06-20 09:00:00,NA,6.67
1775-06-20 15:00:00,NA,16.67
1775-06-20 20:00:00,180,NA
1775-06-21,NA,NA
1775-06-21 09:00:00,NA,6.11
1775-06-21 15:00:00,NA,10
1775-06-21 20:00:00,180,NA
1775-06-22,NA,NA
1775-06-22 09:00:00,NA,4.44
1775-06-22 15:00:00,NA,8.89
1775-06-22 20:00:00,270,NA
1775-06-23,NA,NA
1775-06-23 09:00:00,NA,6.67
1775-06-23 15:00:00,NA,12.22
1775-06-23 20:00:00,225,NA
1775-06-24,NA,NA
1775-06-24 09:00:00,NA,9.44
1775-06-24 15:00:00,NA,19.44
1775-06-24 20:00:00,90,NA
1775-06-25,NA,NA
1775-06-25 09:00:00,NA,11.11
1775-06-25 15:00:00,NA,8.89
1775-06-25 20:00:00,225,NA
1775-06-26,NA,NA
1775-06-26 09:00:00,NA,3.33
1775-06-26 15:00:00,NA,7.78
1775-06-26 20:00:00,0,NA
1775-06-27,NA,NA
1775-06-27 09:00:00,NA,10.56
1775-06-27 15:00:00,NA,19.44
1775-06-27 20:00:00,225,NA
1775-06-28,NA,NA
1775-06-28 09:00:00,NA,7.22
1775-06-28 15:00:00,NA,12.78
1775-06-28 20:00:00,315,NA
1775-06-29,NA,NA
1775-06-29 09:00:00,NA,3.89
1775-06-29 15:00:00,NA,6.67
1775-06-29 20:00:00,315,NA
1775-06-30,NA,NA
1775-06-30 09:00:00,NA,1.67
1775-06-30 15:00:00,NA,5.56
1775-06-30 20:00:00,45,NA
1775-07-01,NA,NA
1775-07-01 09:00:00,NA,2.78
1775-07-01 15:00:00,NA,12.22
1775-07-01 20:00:00,90,NA
1775-07-02,NA,NA
1775-07-02 09:00:00,NA,6.11
1775-07-02 15:00:00,NA,6.67
1775-07-02 20:00:00,90,NA
1775-07-03,NA,NA
1775-07-03 09:00:00,NA,10.56
1775-07-03 15:00:00,NA,13.33
1775-07-03 20:00:00,135,NA
1775-07-04,NA,NA
1775-07-04 09:00:00,NA,16.11
1775-07-04 15:00:00,NA,26.11
1775-07-04 20:00:00,270,NA
1775-07-05,NA,NA
1775-07-05 09:00:00,NA,15.56
1775-07-05 15:00:00,NA,27.22
1775-07-05 20:00:00,225,NA
1775-07-06,NA,NA
1775-07-06 09:00:00,NA,20
1775-07-06 15:00:00,NA,28.89
1775-07-06 20:00:00,90,NA
1775-07-07,NA,NA
1775-07-07 09:00:00,NA,14.72
1775-07-07 15:00:00,NA,6.67
1775-07-07 20:00:00,90,NA
1775-07-08,NA,NA
1775-07-08 09:00:00,NA,10
1775-07-08 15:00:00,NA,14.44
1775-07-08 20:00:00,270,NA
1775-07-09,NA,NA
1775-07-09 09:00:00,NA,NA
1775-07-09 15:00:00,NA,15
1775-07-09 20:00:00,NA,NA
1775-07-10,NA,NA
1775-07-10 09:00:00,NA,17.78
1775-07-10 15:00:00,NA,20.56
1775-07-10 20:00:00,NA,NA
1775-07-11,NA,NA
1775-07-11 09:00:00,NA,17.78
1775-07-11 15:00:00,NA,24.44
1775-07-11 20:00:00,270,NA
1775-07-12,NA,NA
1775-07-12 09:00:00,NA,16.11
1775-07-12 15:00:00,NA,13.33
1775-07-12 20:00:00,270,NA
1775-07-13,NA,NA
1775-07-13 09:00:00,NA,13.33
1775-07-13 15:00:00,NA,11.67
1775-07-13 20:00:00,90,NA
1775-07-14,NA,NA
1775-07-14 09:00:00,NA,8.89
1775-07-14 15:00:00,NA,7.78
1775-07-14 20:00:00,90,NA
1775-07-15,NA,NA
1775-07-15 09:00:00,NA,7.22
1775-07-15 15:00:00,NA,7.22
1775-07-15 20:00:00,90,NA
1775-07-16,NA,NA
1775-07-16 09:00:00,NA,6.67
1775-07-16 15:00:00,NA,12.78
1775-07-16 20:00:00,315,NA
1775-07-17,NA,NA
1775-07-17 09:00:00,NA,11.11
1775-07-17 15:00:00,NA,14.44
1775-07-17 20:00:00,315,NA
1775-07-18,NA,NA
1775-07-18 09:00:00,NA,16.11
1775-07-18 15:00:00,NA,21.11
1775-07-18 20:00:00,315,NA
1775-07-19,NA,NA
1775-07-19 09:00:00,NA,18.89
1775-07-19 15:00:00,NA,27.22
1775-07-19 20:00:00,135,NA
1775-07-20,NA,NA
1775-07-20 09:00:00,NA,21.11
1775-07-20 15:00:00,NA,22.22
1775-07-20 20:00:00,NA,NA
1775-07-21,NA,NA
1775-07-21 09:00:00,NA,20
1775-07-21 15:00:00,NA,16.94
1775-07-21 20:00:00,180,NA
1775-07-22,NA,NA
1775-07-22 09:00:00,NA,12.78
1775-07-22 15:00:00,NA,13.33
1775-07-22 20:00:00,0,NA
1775-07-23,NA,NA
1775-07-23 09:00:00,NA,NA
1775-07-23 15:00:00,NA,10.56
1775-07-23 20:00:00,45,NA
1775-07-24,NA,NA
1775-07-24 09:00:00,NA,8.61
1775-07-24 15:00:00,NA,13.33
1775-07-24 20:00:00,135,NA
1775-07-25,NA,NA
1775-07-25 09:00:00,NA,9.44
1775-07-25 15:00:00,NA,11.67
1775-07-25 20:00:00,45,NA
1775-07-26,NA,NA
1775-07-26 09:00:00,NA,7.78
1775-07-26 15:00:00,NA,13.33
1775-07-26 20:00:00,270,NA
1775-07-27,NA,NA
1775-07-27 09:00:00,NA,10
1775-07-27 15:00:00,NA,11.67
1775-07-27 20:00:00,225,NA
1775-07-28,NA,NA
1775-07-28 09:00:00,NA,7.78
1775-07-28 15:00:00,NA,6.67
1775-07-28 20:00:00,0,NA
1775-07-29,NA,NA
1775-07-29 09:00:00,NA,7.22
1775-07-29 15:00:00,NA,10.56
1775-07-29 20:00:00,0,NA
1775-07-30,NA,NA
1775-07-30 09:00:00,NA,6.94
1775-07-30 15:00:00,NA,15.56
1775-07-30 20:00:00,315,NA
1775-07-31,NA,NA
1775-07-31 09:00:00,NA,11.67
1775-07-31 15:00:00,NA,15.56
1775-07-31 20:00:00,315,NA
1775-08-01,NA,NA
1775-08-01 09:00:00,NA,13.89
1775-08-01 15:00:00,NA,14.44
1775-08-01 20:00:00,90,NA
1775-08-02,NA,NA
